        MR        MRT         R2
 1.437E+03  2.686E+02  3.495E-02
 1.131E+03  6.073E+02  2.885E-01
 1.646E+03  5.573E+02  1.147E-01
 6.128E+02  4.616E+02  5.673E-01
 1.528E+03  7.541E+02  2.437E-01
 1.205E+03  6.981E+02  3.358E-01
 7.799E+02  4.986E+02  4.086E-01
 7.413E+02  2.958E+02  1.592E-01
 1.200E+03  4.775E+02  1.584E-01
 1.686E+03  6.929E+02  1.690E-01
 1.234E+03  2.341E+02  3.600E-02
 1.752E+03  7.101E+02  1.642E-01
 1.058E+03  7.755E+02  5.376E-01
 5.356E+02  2.995E+02  3.126E-01
 1.882E+03  4.579E+02  5.922E-02
 7.218E+02  4.571E+02  4.011E-01
 9.390E+02  4.763E+02  2.573E-01
 8.244E+02  3.189E+02  1.496E-01
 5.464E+02  2.576E+02  2.222E-01
 9.933E+02  6.387E+02  4.134E-01
 1.390E+03  7.241E+02  2.712E-01
 2.014E+03  1.265E+03  3.943E-01
 1.227E+03  2.907E+02  5.619E-02
 6.453E+02  3.039E+02  2.218E-01
 1.297E+03  2.487E+02  3.678E-02
 5.095E+02  4.240E+02  6.928E-01
 1.126E+03  5.148E+02  2.088E-01
 1.230E+03  3.420E+02  7.732E-02
 2.063E+03  7.676E+02  1.384E-01
 7.574E+02  5.839E+02  5.943E-01
 6.764E+02  4.558E+02  4.542E-01
 7.235E+02  5.895E+02  6.639E-01
 1.078E+03  3.559E+02  1.089E-01
 1.333E+03  9.684E+02  5.278E-01
 5.441E+02  2.166E+02  1.585E-01
 1.013E+03  5.101E+02  2.533E-01
 5.340E+02  3.401E+02  4.058E-01
 9.480E+02  2.071E+02  4.772E-02
 1.258E+03  6.260E+02  2.475E-01
 7.961E+02  3.160E+02  1.575E-01
 1.413E+03  1.729E+02  1.498E-02
 9.403E+02  5.150E+02  3.000E-01
 6.439E+02  4.349E+02  4.561E-01
 1.096E+03  3.676E+02  1.124E-01
 5.334E+02  2.445E+02  2.100E-01
 1.168E+03  5.619E+02  2.315E-01
 5.488E+02  4.675E+02  7.255E-01
 1.047E+03  4.004E+02  1.462E-01
 5.372E+02  4.931E+02  8.426E-01
 8.739E+02  6.807E+02  6.067E-01
 1.319E+03  4.718E+02  1.279E-01
 6.019E+02  4.534E+02  5.673E-01
 6.458E+02  4.032E+02  3.897E-01
 1.156E+03  3.586E+02  9.617E-02
 4.695E+02  3.597E+02  5.870E-01
 1.271E+03  6.207E+02  2.383E-01
 8.358E+02  3.805E+02  2.073E-01
 5.285E+02  2.192E+02  1.720E-01
 1.761E+03  4.602E+02  6.829E-02
 6.801E+02  1.492E+02  4.813E-02
 1.109E+03  2.736E+02  6.084E-02
 1.035E+03  6.187E+02  3.571E-01
 1.309E+03  8.579E+02  4.294E-01
 1.520E+03  4.879E+02  1.030E-01
 1.513E+03  4.748E+02  9.852E-02
 1.151E+03  4.313E+02  1.403E-01
 2.021E+03  6.556E+02  1.053E-01
 1.464E+03  4.994E+02  1.164E-01
 8.952E+02  6.448E+02  5.189E-01
 1.057E+03  4.540E+02  1.847E-01
 8.664E+02  4.809E+02  3.081E-01
 9.312E+02  6.951E+02  5.571E-01
 6.403E+02  5.197E+02  6.588E-01
 1.003E+03  5.170E+02  2.658E-01
 7.845E+02  4.367E+02  3.099E-01
 8.643E+02  4.132E+02  2.286E-01
 6.972E+02  6.080E+02  7.605E-01
 9.083E+02  5.592E+02  3.790E-01
 4.756E+02  3.272E+02  4.734E-01
 1.383E+03  6.301E+02  2.076E-01
 1.174E+03  7.616E+02  4.210E-01
 6.162E+02  3.058E+02  2.462E-01
 5.494E+02  3.560E+02  4.200E-01
 1.086E+03  7.363E+02  4.600E-01
 6.751E+02  3.646E+02  2.917E-01
 1.693E+03  7.515E+02  1.971E-01
 7.709E+02  4.934E+02  4.097E-01
 5.439E+02  1.759E+02  1.046E-01
 1.760E+03  7.092E+02  1.624E-01
 1.059E+03  3.286E+02  9.630E-02
 5.376E+02  1.895E+02  1.242E-01
 1.645E+03  2.763E+02  2.821E-02
 9.048E+02  4.074E+02  2.027E-01
 1.313E+03  5.080E+02  1.498E-01
 6.635E+02  4.606E+02  4.818E-01
 1.516E+03  8.973E+02  3.503E-01
 6.821E+02  5.332E+02  6.111E-01
 9.870E+02  5.331E+02  2.917E-01
 9.978E+02  7.454E+02  5.581E-01
 5.959E+02  3.924E+02  4.336E-01
 5.914E+02  2.672E+02  2.040E-01
 1.449E+03  1.520E+02  1.100E-02
 2.115E+03  4.863E+02  5.287E-02
 6.027E+02  1.692E+02  7.886E-02
 1.532E+03  3.711E+02  5.872E-02
 1.165E+03  3.205E+02  7.562E-02
 9.121E+02  5.262E+02  3.328E-01
 1.058E+03  6.491E+02  3.767E-01
 1.209E+03  3.386E+02  7.844E-02
 7.235E+02  2.637E+02  1.328E-01
 1.366E+03  3.408E+02  6.225E-02
 1.003E+03  3.934E+02  1.539E-01
 1.322E+03  6.718E+02  2.581E-01
 4.256E+02  2.435E+02  3.274E-01
 6.409E+02  3.373E+02  2.770E-01
 1.285E+03  2.842E+02  4.890E-02
 2.811E+03  7.022E+02  6.241E-02
 1.625E+03  6.227E+02  1.468E-01
 1.181E+03  3.981E+02  1.137E-01
 1.489E+03  5.125E+02  1.185E-01
 1.065E+03  7.596E+02  5.083E-01
 8.874E+02  6.898E+02  6.041E-01
 1.133E+03  3.937E+02  1.208E-01
 2.109E+03  7.758E+02  1.353E-01
 1.110E+03  6.451E+02  3.375E-01
 8.029E+02  6.586E+02  6.728E-01
 5.836E+02  5.388E+02  8.526E-01
 9.233E+02  4.943E+02  2.866E-01
 1.857E+03  8.593E+02  2.141E-01
 8.495E+02  6.674E+02  6.171E-01
 1.005E+03  2.802E+02  7.769E-02
 7.130E+02  4.622E+02  4.202E-01
 8.370E+02  4.693E+02  3.144E-01
 1.244E+03  7.212E+02  3.362E-01
 6.847E+02  4.881E+02  5.081E-01
 6.964E+02  3.188E+02  2.095E-01
 8.263E+02  5.482E+02  4.402E-01
 1.051E+03  4.832E+02  2.113E-01
 1.372E+03  4.586E+02  1.117E-01
 7.508E+02  2.502E+02  1.111E-01
 1.366E+03  1.110E+03  6.612E-01
 1.204E+03  3.895E+02  1.047E-01
 1.964E+03  6.545E+02  1.110E-01
 1.184E+03  7.091E+02  3.586E-01
 6.555E+02  2.611E+02  1.586E-01
 1.919E+03  4.774E+02  6.191E-02
 1.102E+03  4.594E+02  1.739E-01
 7.084E+02  5.224E+02  5.438E-01
 1.059E+03  4.934E+02  2.172E-01
 1.446E+03  4.649E+02  1.033E-01
 3.684E+02  2.614E+02  5.036E-01
 1.785E+03  9.468E+02  2.812E-01
 8.279E+02  4.244E+02  2.627E-01
 9.591E+02  5.309E+02  3.065E-01
 1.386E+03  7.455E+02  2.892E-01
 1.178E+03  3.621E+02  9.452E-02
 1.128E+03  8.538E+02  5.725E-01
 6.100E+02  5.041E+02  6.830E-01
 1.427E+03  6.189E+02  1.881E-01
 2.024E+03  8.499E+02  1.763E-01
 1.032E+03  7.584E+02  5.403E-01
 2.177E+03  1.039E+03  2.280E-01
 6.666E+02  4.318E+02  4.196E-01
 1.126E+03  6.827E+02  3.678E-01
 8.361E+02  4.798E+02  3.294E-01
 1.462E+03  6.666E+02  2.080E-01
 5.682E+02  5.279E+02  8.634E-01
 6.530E+02  2.770E+02  1.799E-01
 7.943E+02  2.793E+02  1.237E-01
 7.592E+02  2.031E+02  7.159E-02
 7.982E+02  6.772E+02  7.197E-01
 7.057E+02  4.641E+02  4.326E-01
 5.626E+02  2.499E+02  1.973E-01
 1.299E+03  5.576E+02  1.843E-01
 1.095E+03  6.637E+02  3.671E-01
 8.690E+02  5.481E+02  3.979E-01
 1.327E+03  5.678E+02  1.832E-01
 4.087E+02  3.515E+02  7.397E-01
 1.676E+03  6.001E+02  1.282E-01
 4.423E+02  2.739E+02  3.835E-01
 1.065E+03  2.413E+02  5.137E-02
 5.699E+02  3.368E+02  3.493E-01
 1.110E+03  5.501E+02  2.458E-01
 1.534E+03  5.779E+02  1.419E-01
 5.367E+02  5.055E+02  8.871E-01
 9.577E+02  2.865E+02  8.948E-02
 1.638E+03  7.594E+02  2.149E-01
 5.379E+02  3.774E+02  4.923E-01
 3.810E+02  3.397E+02  7.951E-01
 8.459E+02  4.407E+02  2.715E-01
 9.108E+02  3.229E+02  1.257E-01
 1.342E+03  5.040E+02  1.411E-01
 4.092E+02  1.116E+02  7.432E-02
 1.895E+03  2.211E+02  1.361E-02
 4.842E+02  4.160E+02  7.383E-01
 6.345E+02  3.333E+02  2.760E-01
 1.301E+03  2.727E+02  4.394E-02
 1.095E+03  8.767E+02  6.412E-01
 6.837E+02  2.764E+02  1.634E-01
 8.125E+02  5.393E+02  4.405E-01
 7.913E+02  3.443E+02  1.893E-01
 1.446E+03  6.344E+02  1.925E-01
 1.945E+03  8.029E+02  1.704E-01
 4.742E+02  2.800E+02  3.485E-01
 8.968E+02  5.958E+02  4.413E-01
 1.073E+03  5.739E+02  2.860E-01
 1.285E+03  9.671E+02  5.660E-01
 1.026E+03  3.650E+02  1.267E-01
 5.650E+02  1.571E+02  7.732E-02
 1.762E+03  7.136E+02  1.640E-01
 1.719E+03  4.496E+02  6.839E-02
 7.755E+02  3.687E+02  2.261E-01
 1.023E+03  5.135E+02  2.520E-01
 8.374E+02  4.100E+02  2.397E-01
 1.693E+03  7.172E+02  1.795E-01
 3.563E+02  2.612E+02  5.376E-01
 6.756E+02  6.480E+02  9.201E-01
 7.959E+02  4.900E+02  3.790E-01
 9.312E+02  2.195E+02  5.556E-02
 1.699E+03  3.988E+02  5.512E-02
 6.490E+02  4.726E+02  5.302E-01
 8.428E+02  1.788E+02  4.503E-02
 9.822E+02  3.141E+02  1.022E-01
 1.293E+03  6.738E+02  2.717E-01
 7.780E+02  2.527E+02  1.055E-01
 1.393E+03  4.426E+02  1.010E-01
 1.514E+03  3.085E+02  4.151E-02
 6.865E+02  4.430E+02  4.163E-01
 1.201E+03  6.864E+02  3.268E-01
 7.536E+02  3.481E+02  2.134E-01
 1.174E+03  7.507E+02  4.088E-01
 1.903E+03  3.610E+02  3.600E-02
 1.582E+03  1.822E+02  1.326E-02
 8.633E+02  7.419E+02  7.386E-01
 5.893E+02  4.329E+02  5.396E-01
 1.259E+03  6.722E+02  2.851E-01
 1.478E+03  4.047E+02  7.497E-02
 1.012E+03  4.988E+02  2.428E-01
 1.500E+03  6.199E+02  1.707E-01
 6.584E+02  2.528E+02  1.475E-01
 3.682E+02  2.289E+02  3.866E-01
 8.606E+02  4.609E+02  2.868E-01
 1.528E+03  2.143E+02  1.969E-02
 1.076E+03  4.376E+02  1.655E-01
 1.359E+03  1.140E+03  7.034E-01
 1.040E+03  4.879E+02  2.200E-01
 7.236E+02  6.007E+02  6.893E-01
 3.871E+02  2.988E+02  5.958E-01
 6.361E+02  4.344E+02  4.664E-01
 1.213E+03  4.671E+02  1.483E-01
 8.824E+02  7.318E+02  6.878E-01
 7.185E+02  4.972E+02  4.788E-01
 1.078E+03  6.621E+02  3.773E-01
 1.032E+03  7.568E+02  5.377E-01
 1.291E+03  7.073E+02  2.999E-01
 5.856E+02  3.529E+02  3.632E-01
 1.175E+03  9.923E+02  7.135E-01
 6.397E+02  4.159E+02  4.227E-01
 4.318E+02  3.046E+02  4.977E-01
 7.452E+02  2.120E+02  8.093E-02
 1.509E+03  9.644E+02  4.085E-01
 7.024E+02  6.331E+02  8.125E-01
 7.178E+02  3.391E+02  2.232E-01
 9.892E+02  4.474E+02  2.045E-01
 1.033E+03  3.063E+02  8.795E-02
 1.052E+03  5.101E+02  2.351E-01
 9.814E+02  8.143E+02  6.885E-01
 1.230E+03  2.844E+02  5.350E-02
 9.654E+02  4.193E+02  1.887E-01
 3.188E+02  2.871E+02  8.111E-01
 6.966E+02  7.038E+02  1.021E+00
 9.178E+02  5.398E+02  3.459E-01
 1.026E+03  5.307E+02  2.675E-01
 1.207E+03  2.579E+02  4.565E-02
 4.862E+02  4.558E+02  8.789E-01
 1.437E+03  8.062E+02  3.148E-01
 1.269E+03  5.567E+02  1.924E-01
 6.487E+02  4.380E+02  4.559E-01
 1.214E+03  3.654E+02  9.059E-02
 6.888E+02  3.697E+02  2.880E-01
 5.288E+02  3.155E+02  3.560E-01
 1.066E+03  3.905E+02  1.343E-01
 1.337E+03  2.855E+02  4.559E-02
 7.946E+02  5.939E+02  5.586E-01
 6.707E+02  1.806E+02  7.252E-02
 8.387E+02  2.788E+02  1.105E-01
 1.021E+03  3.111E+02  9.277E-02
 1.317E+03  7.540E+02  3.279E-01
 1.310E+03  4.322E+02  1.089E-01
 1.321E+03  8.142E+02  3.802E-01
 1.261E+03  3.514E+02  7.769E-02
 1.002E+03  3.634E+02  1.314E-01
 8.999E+02  5.453E+02  3.672E-01
 1.542E+03  4.025E+02  6.814E-02
 1.132E+03  4.448E+02  1.545E-01
 6.457E+02  5.490E+02  7.229E-01
 1.122E+03  7.422E+02  4.374E-01
 1.528E+03  5.947E+02  1.516E-01
 9.281E+02  6.928E+02  5.571E-01
 1.204E+03  2.495E+02  4.297E-02
 1.258E+03  3.916E+02  9.689E-02
 9.614E+02  5.824E+02  3.669E-01
 1.076E+03  6.236E+02  3.360E-01
 7.887E+02  5.295E+02  4.508E-01
 1.132E+03  7.056E+02  3.884E-01
 8.164E+02  4.068E+02  2.483E-01
 1.747E+03  5.678E+02  1.057E-01
 1.605E+03  6.350E+02  1.565E-01
 1.201E+03  5.395E+02  2.016E-01
 6.955E+02  6.176E+02  7.885E-01
 1.138E+03  3.108E+02  7.455E-02
 5.654E+02  4.380E+02  6.003E-01
 1.512E+03  4.384E+02  8.402E-02
 6.316E+02  4.663E+02  5.450E-01
 2.334E+03  6.580E+02  7.946E-02
 1.153E+03  3.945E+02  1.172E-01
 1.099E+03  8.221E+02  5.591E-01
 5.286E+02  3.901E+02  5.445E-01
 1.603E+03  6.337E+02  1.563E-01
 1.829E+03  7.580E+02  1.717E-01
 3.960E+02  3.560E+02  8.082E-01
 1.194E+03  7.372E+02  3.815E-01
 1.416E+03  6.296E+02  1.977E-01
 1.144E+03  9.944E+02  7.556E-01
 1.296E+03  3.364E+02  6.735E-02
 5.883E+02  2.747E+02  2.180E-01
 8.772E+02  4.820E+02  3.019E-01
 8.265E+02  6.652E+02  6.477E-01
 1.871E+03  3.834E+02  4.200E-02
 1.635E+03  1.253E+03  5.875E-01
 6.925E+02  5.485E+02  6.274E-01
 2.582E+03  7.335E+02  8.073E-02
 4.466E+02  4.291E+02  9.232E-01
 2.450E+03  6.965E+02  8.080E-02
 5.643E+02  2.110E+02  1.399E-01
 1.555E+03  8.594E+02  3.056E-01
 1.298E+03  7.247E+02  3.117E-01
 1.075E+03  2.210E+02  4.227E-02
 1.145E+03  5.967E+02  2.716E-01
 9.005E+02  3.149E+02  1.223E-01
 7.400E+02  1.630E+02  4.851E-02
 7.046E+02  1.364E+02  3.747E-02
 1.107E+03  6.560E+02  3.512E-01
 1.230E+03  4.067E+02  1.093E-01
 6.958E+02  5.150E+02  5.478E-01
 1.306E+03  5.213E+02  1.593E-01
 1.330E+03  3.504E+02  6.946E-02
 1.375E+03  3.239E+02  5.548E-02
 2.468E+03  7.997E+02  1.050E-01
 1.215E+03  6.746E+02  3.084E-01
 6.042E+02  2.103E+02  1.212E-01
 1.165E+03  7.679E+02  4.346E-01
 1.110E+03  7.688E+02  4.798E-01
 1.324E+03  5.879E+02  1.970E-01
 5.396E+02  3.750E+02  4.828E-01
 7.746E+02  2.348E+02  9.188E-02
 5.405E+02  4.899E+02  8.217E-01
 1.739E+03  6.780E+02  1.520E-01
 1.225E+03  4.631E+02  1.430E-01
 7.593E+02  2.991E+02  1.552E-01
 1.070E+03  3.088E+02  8.329E-02
 5.226E+02  2.068E+02  1.566E-01
 1.810E+03  8.038E+02  1.972E-01
 8.516E+02  6.584E+02  5.977E-01
 2.472E+03  2.081E+02  7.084E-03
 2.245E+03  6.103E+02  7.392E-02
 4.819E+02  3.126E+02  4.207E-01
 2.633E+03  9.647E+02  1.342E-01
 6.798E+02  2.969E+02  1.908E-01
 9.518E+02  5.392E+02  3.209E-01
 7.348E+02  5.165E+02  4.941E-01
 9.318E+02  7.281E+02  6.106E-01
 1.436E+03  4.574E+02  1.015E-01
 6.177E+02  3.465E+02  3.147E-01
 1.118E+03  5.421E+02  2.352E-01
 1.302E+03  3.821E+02  8.613E-02
 6.995E+02  4.925E+02  4.958E-01
 7.771E+02  1.711E+02  4.848E-02
 8.652E+02  2.510E+02  8.418E-02
 1.000E+03  4.784E+02  2.287E-01
 1.382E+03  9.573E+02  4.795E-01
 7.079E+02  4.710E+02  4.427E-01
 1.538E+03  6.192E+02  1.621E-01
 1.266E+03  7.339E+02  3.360E-01
 8.154E+02  5.355E+02  4.313E-01
 6.261E+02  5.584E+02  7.955E-01
 8.228E+02  6.839E+02  6.909E-01
 1.143E+03  7.735E+02  4.575E-01
 2.677E+03  7.287E+02  7.407E-02
 1.447E+03  6.114E+02  1.786E-01
 7.797E+02  3.388E+02  1.889E-01
 6.022E+02  2.495E+02  1.716E-01
 9.122E+02  1.410E+02  2.389E-02
 4.625E+02  4.400E+02  9.054E-01
 1.737E+03  4.746E+02  7.463E-02
 4.005E+02  2.900E+02  5.245E-01
 1.552E+03  6.210E+02  1.601E-01
 1.685E+03  6.878E+02  1.665E-01
 9.180E+02  3.465E+02  1.424E-01
 4.691E+02  4.132E+02  7.760E-01
 1.106E+03  5.741E+02  2.694E-01
 9.489E+02  6.507E+02  4.702E-01
 7.315E+02  4.950E+02  4.580E-01
 5.437E+02  3.280E+02  3.639E-01
 9.237E+02  4.765E+02  2.662E-01
 8.573E+02  3.698E+02  1.861E-01
 1.077E+03  4.937E+02  2.099E-01
 3.884E+02  2.549E+02  4.307E-01
 1.030E+03  5.804E+02  3.176E-01
 1.511E+03  3.437E+02  5.175E-02
 8.168E+02  5.279E+02  4.177E-01
 1.095E+03  4.543E+02  1.721E-01
 8.124E+02  3.535E+02  1.894E-01
 8.937E+02  2.979E+02  1.111E-01
 7.324E+02  3.847E+02  2.759E-01
 8.415E+02  5.182E+02  3.792E-01
 1.120E+03  5.173E+02  2.132E-01
 1.205E+03  4.215E+02  1.225E-01
 9.797E+02  5.106E+02  2.716E-01
 3.161E+03  4.786E+02  2.293E-02
 1.046E+03  5.318E+02  2.585E-01
 2.586E+03  6.559E+02  6.434E-02
 1.775E+03  3.084E+02  3.019E-02
 1.178E+03  6.272E+02  2.837E-01
 1.263E+03  2.804E+02  4.932E-02
 8.335E+02  6.175E+02  5.489E-01
 1.095E+03  7.799E+02  5.070E-01
 4.450E+02  2.670E+02  3.600E-01
 6.423E+02  4.326E+02  4.537E-01
 1.492E+03  6.688E+02  2.008E-01
 6.305E+02  4.219E+02  4.478E-01
 2.438E+03  8.277E+02  1.153E-01
 1.571E+03  3.644E+02  5.383E-02
 6.891E+02  4.974E+02  5.210E-01
 1.470E+03  4.944E+02  1.131E-01
 8.037E+02  4.264E+02  2.814E-01
 8.842E+02  5.709E+02  4.168E-01
 8.937E+02  7.913E+02  7.840E-01
 5.193E+02  1.585E+02  9.320E-02
 7.446E+02  6.393E+02  7.373E-01
 1.241E+03  5.791E+02  2.176E-01
 6.324E+02  4.303E+02  4.630E-01
 2.246E+03  1.005E+03  2.001E-01
 5.286E+02  1.826E+02  1.193E-01
 6.468E+02  5.363E+02  6.874E-01
 2.672E+03  7.505E+02  7.892E-02
 1.207E+03  4.597E+02  1.451E-01
 1.060E+03  4.753E+02  2.011E-01
 6.781E+02  2.874E+02  1.796E-01
 6.889E+02  3.424E+02  2.470E-01
 8.978E+02  4.875E+02  2.949E-01
 1.048E+03  5.417E+02  2.672E-01
 4.390E+02  3.963E+02  8.146E-01
 8.767E+02  7.216E+02  6.774E-01
 8.969E+02  3.993E+02  1.982E-01
 1.341E+03  2.649E+02  3.902E-02
 9.614E+02  3.513E+02  1.335E-01
 6.750E+02  5.803E+02  7.390E-01
 1.125E+03  7.028E+02  3.902E-01
 1.136E+03  5.812E+02  2.619E-01
 1.277E+03  3.451E+02  7.307E-02
 1.221E+03  7.034E+02  3.320E-01
 1.018E+03  3.166E+02  9.668E-02
 1.124E+03  2.200E+02  3.826E-02
 1.620E+03  5.437E+02  1.127E-01
 8.885E+02  6.507E+02  5.363E-01
 4.754E+02  3.319E+02  4.873E-01
 7.583E+02  3.733E+02  2.424E-01
 1.193E+03  9.634E+02  6.523E-01
 1.047E+03  7.106E+02  4.605E-01
 6.717E+02  6.020E+02  8.034E-01
 1.788E+03  7.311E+02  1.672E-01
 1.613E+03  6.733E+02  1.741E-01
 6.292E+02  2.517E+02  1.600E-01
 8.923E+02  3.193E+02  1.281E-01
 1.987E+03  7.405E+02  1.390E-01
 8.338E+02  2.710E+02  1.057E-01
 1.344E+03  9.087E+02  4.571E-01
 4.712E+02  3.316E+02  4.953E-01
 9.884E+02  6.911E+02  4.889E-01
 4.686E+02  3.774E+02  6.485E-01
 1.290E+03  2.130E+02  2.725E-02
 1.798E+03  5.885E+02  1.072E-01
 6.326E+02  2.432E+02  1.478E-01
 7.604E+02  2.940E+02  1.495E-01
 1.133E+03  8.319E+02  5.388E-01
 5.053E+02  3.255E+02  4.150E-01
 8.126E+02  5.920E+02  5.308E-01
 8.017E+02  5.986E+02  5.575E-01
 6.862E+02  2.895E+02  1.780E-01
 3.355E+02  1.765E+02  2.767E-01
 1.353E+03  4.881E+02  1.300E-01
 1.166E+03  3.805E+02  1.064E-01
 4.721E+02  3.868E+02  6.715E-01
 9.975E+02  7.791E+02  6.101E-01
 1.951E+03  1.355E+03  4.826E-01
 5.206E+02  3.264E+02  3.932E-01
 6.594E+02  5.251E+02  6.341E-01
 5.125E+02  3.447E+02  4.524E-01
 2.746E+03  1.115E+03  1.649E-01
 5.088E+02  2.600E+02  2.611E-01
 1.002E+03  4.040E+02  1.627E-01
 9.355E+02  6.765E+02  5.229E-01
 1.069E+03  3.511E+02  1.078E-01
 1.212E+03  5.449E+02  2.020E-01
 1.545E+03  7.748E+02  2.515E-01
 4.657E+02  1.077E+02  5.350E-02
 5.122E+02  3.737E+02  5.324E-01
 6.391E+02  3.112E+02  2.371E-01
 7.506E+02  2.249E+02  8.975E-02
 6.551E+02  4.743E+02  5.242E-01
 9.182E+02  6.144E+02  4.477E-01
 6.634E+02  3.292E+02  2.462E-01
 8.352E+02  5.843E+02  4.893E-01
 1.950E+03  2.877E+02  2.178E-02
 8.691E+02  1.818E+02  4.376E-02
 4.934E+02  3.206E+02  4.221E-01
 2.195E+03  6.240E+02  8.080E-02
 2.671E+03  4.619E+02  2.992E-02
 9.489E+02  3.294E+02  1.205E-01
 1.550E+03  4.214E+02  7.388E-02
 1.087E+03  5.153E+02  2.247E-01
 1.135E+03  4.939E+02  1.893E-01
 7.893E+02  4.959E+02  3.947E-01
 6.861E+02  4.786E+02  4.866E-01
 1.367E+03  4.559E+02  1.112E-01
 1.040E+03  6.264E+02  3.627E-01
 2.329E+03  6.671E+02  8.206E-02
 1.570E+03  3.178E+02  4.097E-02
 5.576E+02  2.880E+02  2.668E-01
 9.178E+02  4.040E+02  1.938E-01
 6.351E+02  4.869E+02  5.876E-01
 8.331E+02  4.087E+02  2.406E-01
 1.147E+03  8.355E+02  5.309E-01
 8.919E+02  5.635E+02  3.991E-01
 1.201E+03  2.960E+02  6.073E-02
 6.813E+02  5.682E+02  6.956E-01
 5.695E+02  3.575E+02  3.941E-01
 1.624E+03  7.657E+02  2.223E-01
 1.833E+03  6.138E+02  1.121E-01
 1.162E+03  2.731E+02  5.526E-02
 1.317E+03  3.547E+02  7.253E-02
 9.412E+02  3.628E+02  1.486E-01
 1.566E+03  2.906E+02  3.444E-02
 1.296E+03  2.173E+02  2.811E-02
 1.492E+03  7.668E+02  2.641E-01
 1.994E+03  6.610E+02  1.099E-01
 6.796E+02  4.855E+02  5.104E-01
 1.071E+03  5.070E+02  2.243E-01
 6.040E+02  4.679E+02  6.000E-01
 9.623E+02  6.260E+02  4.232E-01
 9.440E+02  4.820E+02  2.608E-01
 1.051E+03  8.086E+02  5.919E-01
 5.444E+02  3.549E+02  4.250E-01
 8.047E+02  4.668E+02  3.366E-01
 4.353E+02  3.281E+02  5.681E-01
 4.698E+02  2.570E+02  2.993E-01
 8.632E+02  3.430E+02  1.579E-01
 4.362E+02  3.014E+02  4.774E-01
 5.815E+02  3.054E+02  2.758E-01
 6.315E+02  2.206E+02  1.220E-01
 5.158E+02  4.178E+02  6.562E-01
 4.709E+02  3.061E+02  4.227E-01
 9.060E+02  5.668E+02  3.915E-01
 1.265E+03  7.050E+02  3.105E-01
 8.266E+02  5.397E+02  4.264E-01
 9.935E+02  5.211E+02  2.751E-01
 7.670E+02  4.515E+02  3.466E-01
 1.708E+03  8.183E+02  2.294E-01
 7.931E+02  5.711E+02  5.185E-01
 1.300E+03  1.043E+03  6.433E-01
 1.000E+03  7.081E+02  5.010E-01
 2.162E+03  4.941E+02  5.224E-02
 1.369E+03  8.878E+02  4.204E-01
 8.718E+02  4.336E+02  2.474E-01
 8.256E+02  4.924E+02  3.557E-01
 1.026E+03  5.426E+02  2.797E-01
 1.216E+03  7.162E+02  3.466E-01
 1.675E+03  7.681E+02  2.103E-01
 1.225E+03  5.322E+02  1.888E-01
 1.573E+03  4.022E+02  6.540E-02
 1.097E+03  5.493E+02  2.507E-01
 5.547E+02  5.221E+02  8.859E-01
 7.607E+02  4.920E+02  4.183E-01
 5.213E+02  4.105E+02  6.199E-01
 1.371E+03  5.420E+02  1.563E-01
 8.213E+02  1.577E+02  3.685E-02
 9.034E+02  2.290E+02  6.428E-02
 9.634E+02  4.119E+02  1.828E-01
 9.933E+02  1.481E+02  2.223E-02
 7.655E+02  4.455E+02  3.387E-01
 2.382E+03  4.274E+02  3.220E-02
 7.836E+02  4.784E+02  3.727E-01
 8.044E+02  4.713E+02  3.433E-01
 1.514E+03  3.607E+02  5.678E-02
 1.158E+03  2.777E+02  5.753E-02
 2.213E+03  7.702E+02  1.212E-01
 8.017E+02  2.944E+02  1.348E-01
 1.111E+03  5.389E+02  2.355E-01
 8.307E+02  4.302E+02  2.682E-01
 1.126E+03  6.947E+02  3.803E-01
 6.410E+02  1.882E+02  8.621E-02
 6.784E+02  2.732E+02  1.622E-01
 6.897E+02  4.087E+02  3.512E-01
 1.197E+03  4.227E+02  1.247E-01
 9.824E+02  6.389E+02  4.230E-01
 7.826E+02  2.698E+02  1.188E-01
 1.086E+03  4.394E+02  1.638E-01
 4.462E+02  2.923E+02  4.292E-01
 7.385E+02  6.640E+02  8.083E-01
 1.473E+03  2.768E+02  3.530E-02
 5.411E+02  3.936E+02  5.290E-01
 1.414E+03  3.375E+02  5.696E-02
 9.322E+02  3.517E+02  1.423E-01
 6.304E+02  4.318E+02  4.692E-01
 5.066E+02  4.665E+02  8.477E-01
 1.085E+03  5.474E+02  2.544E-01
 1.056E+03  6.944E+02  4.325E-01
 1.165E+03  2.458E+02  4.450E-02
 8.516E+02  7.073E+02  6.899E-01
 1.444E+03  6.531E+02  2.045E-01
 9.574E+02  3.963E+02  1.713E-01
 1.508E+03  4.602E+02  9.314E-02
 1.343E+03  7.822E+02  3.392E-01
 1.485E+03  4.205E+02  8.013E-02
 1.481E+03  4.286E+02  8.372E-02
 9.458E+02  6.614E+02  4.891E-01
 1.010E+03  3.820E+02  1.431E-01
 4.660E+02  3.638E+02  6.093E-01
 1.300E+03  7.555E+02  3.378E-01
 8.858E+02  6.129E+02  4.788E-01
 8.382E+02  5.555E+02  4.392E-01
 1.343E+03  6.408E+02  2.278E-01
 1.818E+03  7.365E+02  1.642E-01
 7.918E+02  5.069E+02  4.098E-01
